BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,APPDATE,CITY,STATE,DIVISION,REGION,Upper state,State_1,Records
0,23700,87141,140428,DebtCon,ProfExe,22,1,0,169.2836314,1,25,40.98061565,21923,lincoln,Texas,West South Central,South,TEXAS,TX,1
0,23700,104752,143913,HomeImp,,,,,,,,36.76101419,21026,daphne,Alabama,East South Central,South,ALABAMA,AL,1
0,23700,18825,55549,DebtCon,Other,26,0,1,203.8609299,0,25,26.62907739,21949,los fresnos,Texas,West South Central,South,TEXAS,TX,1
0,23700,58068,97948,DebtCon,Office,1,0,0,160.0582364,1,21,34.35546078,22076,west roxbury,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
0,23800,74390,186176,,Other,10,0,0,363.1401917,1,16,30.27099531,21578,hardinsburg,Kentucky,East South Central,South,KENTUCKY,KY,1
0,23800,,71798,HomeImp,Office,6,0,0,119.7119548,2,5,19.62452779,21973,westlake village,California,Pacific,West,CALIFORNIA,CA,1
0,23800,76390,110315,DebtCon,Mgr,7,0,0,275.9553562,2,29,29.71360104,21446,hialeah,Florida,South Atlantic,South,FLORIDA,FL,1
0,23800,45279,68939,DebtCon,Other,6,0,0,77.22882195,1,19,35.5214873,22626,magnolia,Texas,West South Central,South,TEXAS,TX,1
1,23800,19612,77300,DebtCon,ProfExe,15,0,6,173.4666667,0,19,,21987,helotes,Texas,West South Central,South,TEXAS,TX,1
0,23800,188250,233800,DebtCon,ProfExe,2,0,0,307.5727526,1,27,36.6907244,22029,niceville,Florida,South Atlantic,South,FLORIDA,FL,1
1,23800,55753,87971,HomeImp,Other,1,0,0,56.6670994,0,13,64.77572776,20976,westlake village,California,Pacific,West,CALIFORNIA,CA,1
1,23800,9124,41900,DebtCon,Other,28,0,2,120.7333333,1,16,,22018,woodbridge,California,Pacific,West,CALIFORNIA,CA,1
0,23800,46884,68142,DebtCon,Other,8,0,0,59.40577506,1,18,35.69663623,21454,beverly,West Virginia,South Atlantic,South,WEST VIRGINIA,WV,1
0,23800,,55669,DebtCon,Other,,0,1,308.4251258,0,18,37.65407524,21620,hawthorne,New Jersey,Middle Atlantic,Northeast,NEW JERSEY,NJ,1
0,23800,101536,147601,HomeImp,ProfExe,10,0,0,161.2557418,1,23,32.71942124,21217,dixon,New Mexico,Mountain,West,NEW MEXICO,NM,1
0,23800,44372,67279,DebtCon,Other,6,0,0,75.81397134,2,19,36.52956948,22396,osseo,Minnesota,West North Central,Midwest,MINNESOTA,MN,1
0,23900,7500,26500,DebtCon,Other,17,3,0,126.8333333,2,19,,21387,olivehurst,California,Pacific,West,CALIFORNIA,CA,1
0,23900,236803,267036,HomeImp,Self,7,0,0,252.0735449,1,50,38.07409059,21993,northrop,Minnesota,West North Central,Midwest,MINNESOTA,MN,1
0,23900,,63096,DebtCon,Other,,0,0,313.8097259,0,19,37.51332405,21218,aurora,Colorado,Mountain,West,COLORADO,CO,1
0,23900,21549,49842,DebtCon,Other,25,0,0,300.2963125,,12,30.20398928,22400,clifton hill,Missouri,West North Central,Midwest,MISSOURI,MO,1
0,23900,90475,136094,DebtCon,ProfExe,,0,1,207.784271,0,21,30.54921583,21253,lyndhurst,New Jersey,Middle Atlantic,Northeast,NEW JERSEY,NJ,1
0,23900,70694,95718,HomeImp,Office,11,0,0,138.1673596,0,13,38.56120628,22303,westbury,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,23900,16082,31196,DebtCon,Other,17,2,0,123.3686461,1,19,26.71625685,21819,marble falls,Texas,West South Central,South,TEXAS,TX,1
0,23900,95060,134567,DebtCon,ProfExe,,0,0,194.2510061,0,20,27.15706127,21834,winnetka,California,Pacific,West,CALIFORNIA,CA,1
0,23900,31992,57986,DebtCon,Other,,0,0,226.2432432,0,12,38.67184311,22439,west palm beach,Florida,South Atlantic,South,FLORIDA,FL,1
1,23900,,105700,DebtCon,Other,0.8,,,,,,,22022,havana,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,23900,80406,108122,DebtCon,Other,17,0,0,211.9232754,0,13,41.4948398,22319,himrod,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,23900,27800,43403,DebtCon,Other,27,0,0,307.6242388,,12,31.91370468,21498,bogalusa,Louisiana,West South Central,South,LOUISIANA,LA,1
0,23900,85097,100730,HomeImp,,9,,,,,,29.50851727,21622,williamston,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,23900,90244,120751,DebtCon,Self,3,0,0,194.9872525,1,26,35.40605965,21252,westland,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,23900,55284,92305,DebtCon,Other,7,0,0,241.0836493,1,19,37.47975712,21132,omaha,Texas,West South Central,South,TEXAS,TX,1
0,23900,,62276,DebtCon,Other,26,0,0,127.024625,0,8,20.40782558,22507,hanford,California,Pacific,West,CALIFORNIA,CA,1
0,23900,140328,183533,HomeImp,Mgr,8,0,0,322.7881144,0,17,45.41317756,21408,okanogan,Washington,Pacific,West,WASHINGTON,WA,1
0,23900,87884,116559,DebtCon,Mgr,23,,0,314.3944934,0,42,37.98813172,20938,enumclaw,Washington,Pacific,West,WASHINGTON,WA,1
0,23900,,151738,,,,,,,,,16.42639471,21602,cottonwood,Arizona,Mountain,West,ARIZONA,AZ,1
0,24000,43427,68308,DebtCon,Other,25,0,0,302.772262,2,31,34.87185516,20963,winston-salem,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,24000,96072,122441,HomeImp,Mgr,10,0,0,127.741782,1,24,33.60803731,21296,hillsboro,Texas,West South Central,South,TEXAS,TX,1
0,24000,31243,50602,HomeImp,Self,3,1,,135.1985187,,11,25.35716493,22307,hopkinsville,Kentucky,East South Central,South,KENTUCKY,KY,1
0,24000,144975,180539,DebtCon,ProfExe,6,,,193.1196811,5,43,39.59359522,21680,marble falls,Texas,West South Central,South,TEXAS,TX,1
0,24000,43948,86111,HomeImp,Other,24,0,0,258.3035939,0,7,26.61774876,20869,lodi,California,Pacific,West,CALIFORNIA,CA,1
1,24000,88783,116967,DebtCon,Self,2,0,0,171.5062567,5,23,56.96183857,21025,hattiesburg,Mississippi,East South Central,South,MISSISSIPPI,MS,1
1,24000,19500,38000,DebtCon,Other,,0,1,198.9,,17,,22292,madison heights,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,24000,16997,45000,DebtCon,Other,25,0,0,118.6666667,1,11,,21855,los alamitos,California,Pacific,West,CALIFORNIA,CA,1
0,24000,137000,204963,HomeImp,ProfExe,5,0,0,189.7,1,28,,22445,deer lodge,Tennessee,East South Central,South,TENNESSEE,TN,1
0,24000,114196,150000,DebtCon,Mgr,4,0,0,289.1333333,0,25,,22045,northbrook,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,24000,59300,88000,DebtCon,Other,16,0,0,97.93333333,1,17,,21177,arkansas city,Kansas,West North Central,Midwest,KANSAS,KS,1
1,24000,35000,,DebtCon,Self,3,1,0,177.5,0,16,,21430,hermosa beach,California,Pacific,West,CALIFORNIA,CA,1
1,24000,136000,,DebtCon,ProfExe,3,1,6,303.2942857,1,27,,21106,cottonwood,Arizona,Mountain,West,ARIZONA,AZ,1
1,24000,18655,48800,HomeImp,Other,3,0,0,65.96666667,3,12,,22027,watson,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,24000,239568,266430,HomeImp,Self,7,0,0,243.7324175,3,50,35.87195895,21849,mount pleasant mill,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,24000,111488,163796,DebtCon,Mgr,15,0,0,185.8020505,0,25,32.22967397,21368,north bend,Ohio,East North Central,Midwest,OHIO,OH,1
0,24000,17575,50375,DebtCon,Other,23,0,0,135.7640508,0,11,22.9810051,22601,mankato,Minnesota,West North Central,Midwest,MINNESOTA,MN,1
1,24100,164155,225184,HomeImp,Self,2,,,,,,31.56422692,22267,lyons,Georgia,South Atlantic,South,GEORGIA,GA,1
0,24100,57041,92081,DebtCon,Other,7,0,0,230.0597297,0,19,35.89670864,22300,north rose,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,24100,77435,113000,DebtCon,ProfExe,10,0,1,124.7666667,0,19,,21362,westerville,Ohio,East North Central,Midwest,OHIO,OH,1
1,24100,30951,58000,DebtCon,Mgr,11,0,4,36.5,0,12,,20976,huntington,Indiana,East North Central,Midwest,INDIANA,IN,1
0,24100,184697,238729,DebtCon,ProfExe,2,0,0,317.6925568,0,26,37.78203628,20955,hartford,Wisconsin,East North Central,Midwest,WISCONSIN,WI,1
0,24100,61811,97086,DebtCon,Other,6,0,0,222.6265908,1,19,34.68253701,21136,morehead,Kentucky,East South Central,South,KENTUCKY,KY,1
0,24100,80005,102098,DebtCon,Other,18,1,0,196.2531041,1,12,39.7589325,22386,lincoln,Texas,West South Central,South,TEXAS,TX,1
0,24100,104442,161366,DebtCon,Mgr,14,0,0,195.6423332,0,25,34.54080952,20996,onalaska,Wisconsin,East North Central,Midwest,WISCONSIN,WI,1
0,24100,95549,112283,DebtCon,Other,22,0,0,243.3497326,0,28,39.08269663,21969,ashley,North Dakota,West North Central,Midwest,NORTH DAKOTA,ND,1
0,24100,57555,90732,DebtCon,Other,8,0,0,236.9619925,1,19,37.93487786,22225,hays,Kansas,West North Central,Midwest,KANSAS,KS,1
0,24100,,49433,DebtCon,Other,,,,83.09972613,,13,26.14897018,22116,loxley,Alabama,East South Central,South,ALABAMA,AL,1
1,24200,10286,,DebtCon,Other,24.5,0,1,216.1333333,4,32,,21540,winston-salem,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,24200,45902,70212,DebtCon,Other,25,0,0,303.7624695,3,32,35.22386162,21486,woodbridge,California,Pacific,West,CALIFORNIA,CA,1
0,24200,91491,141827,DebtCon,ProfExe,21,1,0,163.1743772,0,25,42.06098177,21306,west palm beach,Florida,South Atlantic,South,FLORIDA,FL,1
0,24200,92572,121310,HomeImp,Mgr,9,0,0,117.0455007,1,24,30.48278003,22431,hidalgo,Texas,West South Central,South,TEXAS,TX,1
0,24200,242111,266670,HomeImp,Self,6,1,0,243.0031287,3,51,36.57538774,21405,oakland,Maryland,South Atlantic,South,MARYLAND,MD,1
0,24200,49798,67458,DebtCon,Other,6,0,0,68.93111023,2,18,36.46436586,21241,north liberty,Indiana,East North Central,Midwest,INDIANA,IN,1
1,24200,121000,162900,DebtCon,Self,13,1,1,151.9333333,1,35,,21984,north richland hill,Texas,West South Central,South,TEXAS,TX,1
1,24200,37500,,,ProfExe,4,0,0,123.8,0,14,,21544,monroeville,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
1,24200,39808,,DebtCon,Self,3,1,0,184.7251127,0,16,51.63038059,22048,danville,New Hampshire,New England,Northeast,NEW HAMPSHIRE,NH,1
0,24200,68477,91598,DebtCon,Other,16,0,0,88.66520126,0,17,32.52309222,20978,lodi,California,Pacific,West,CALIFORNIA,CA,1
0,24200,22763,47622,DebtCon,Other,23,0,0,126.9226912,1,10,23.04094471,21577,hillsboro,Texas,West South Central,South,TEXAS,TX,1
0,24200,63229,89394,DebtCon,Other,15,0,0,84.66879155,0,16,35.60488671,21166,loveland,Colorado,Mountain,West,COLORADO,CO,1
0,24200,150939,183208,DebtCon,Other,1,0,0,205.776802,0,34,39.65633406,21578,himrod,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,24200,90626,116601,DebtCon,Self,2,0,0,226.1163866,1,27,34.49993837,22270,wilmington,California,Pacific,West,CALIFORNIA,CA,1
0,24200,104005,158224,DebtCon,Mgr,14,0,0,175.6220829,0,25,33.99242445,20893,hermosa beach,California,Pacific,West,CALIFORNIA,CA,1
0,24300,142000,175000,DebtCon,ProfExe,6,0,0,323.6666667,0,35,,21897,whitethorn,California,Pacific,West,CALIFORNIA,CA,1
0,24300,70912,98353,DebtCon,ProfExe,9,1,0,126.2435974,3,26,36.37253142,21731,hialeah,Florida,South Atlantic,South,FLORIDA,FL,1
0,24300,50826,68199,DebtCon,Other,7,0,0,71.1819889,1,19,36.49620108,21552,bangor,Maine,New England,Northeast,MAINE,ME,1
0,24300,93520,137241,DebtCon,ProfExe,,0,0,199.7635632,0,20,27.47155969,21931,hardinsburg,Kentucky,East South Central,South,KENTUCKY,KY,1
0,24300,41323,73309,DebtCon,Other,27,0,1,298.1859041,2,32,36.15527752,20964,ewa beach,Hawaii,Pacific,West,HAWAII,HI,1
0,24300,110442,138581,DebtCon,Mgr,9,2,0,175.1536895,4,17,40.34888533,21596,nogales,Arizona,Mountain,West,ARIZONA,AZ,1
0,24300,236390,262210,HomeImp,Self,6,0,0,243.0779001,2,50,36.90666497,21403,minden,Nevada,Mountain,West,NEVADA,NV,1
0,24300,,144123,,,,,,,,,15.52923014,21296,cottonwood,Arizona,Mountain,West,ARIZONA,AZ,1
0,24300,55579,98320,DebtCon,ProfExe,1,0,0,187.0218108,0,26,33.47337359,20884,onalaska,Wisconsin,East North Central,Midwest,WISCONSIN,WI,1
0,24300,21660,48475,DebtCon,Other,26,0,0,102.7828355,0,10,23.24795828,21677,orange,Texas,West South Central,South,TEXAS,TX,1
0,24300,123686,153184,DebtCon,Mgr,4,0,0,298.2829133,0,25,36.33656439,22096,himrod,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,24300,,60628,DebtCon,Other,23,0,0,145.2927361,0,9,22.98481899,21161,west covina,California,Pacific,West,CALIFORNIA,CA,1
0,24300,42276,68775,DebtCon,Other,24,0,0,309.6835856,2,31,32.74650689,21572,manitou springs,Colorado,Mountain,West,COLORADO,CO,1
0,24400,110177,145000,DebtCon,Office,5,,,293.2365248,2,36,,20853,harper woods,Michigan,East North Central,Midwest,MICHIGAN,MI,1
1,24400,119000,144400,DebtCon,Mgr,33,0,2,229.3,7,36,,21533,whitesburg,Georgia,South Atlantic,South,GEORGIA,GA,1
1,24400,88000,119100,HomeImp,Other,12,0,0,84.23333333,5,19,,22072,winter haven,Florida,South Atlantic,South,FLORIDA,FL,1
0,24400,237543,261393,HomeImp,Self,3,1,0,254.517448,2,50,37.90658567,21389,hamlin,Texas,West South Central,South,TEXAS,TX,1
1,24400,69873,101484,DebtCon,Other,15,0,6,225.7525542,0,29,,20851,wildomar,California,Pacific,West,CALIFORNIA,CA,1
0,24400,50317,71327,DebtCon,Other,6,0,0,45.48580177,1,18,37.01414079,21204,oakton,Virginia,South Atlantic,South,VIRGINIA,VA,1
0,24400,87838,104468,HomeImp,,6,,,,,,30.28035484,21983,norcross,Georgia,South Atlantic,South,GEORGIA,GA,1
0,24400,119111,154860,DebtCon,Mgr,3,0,0,296.9303901,0,25,38.49313261,22643,clearfield,Kentucky,East South Central,South,KENTUCKY,KY,1
0,24400,147073,182069,DebtCon,Other,2,0,0,173.7149466,0,35,37.81236793,22080,atoka,Oklahoma,West South Central,South,OKLAHOMA,OK,1
0,24400,26366,54775,DebtCon,Other,13,0,0,101.6362349,2,24,29.09588127,21602,carson city,Nevada,Mountain,West,NEVADA,NV,1
0,24400,,59888,DebtCon,Other,,0,0,288.2296811,0,19,38.58133284,20917,white pigeon,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,24400,,28900,HomeImp,Other,24,0,0,81.16666667,2,15,,22337,waynesboro,Tennessee,East South Central,South,TENNESSEE,TN,1
0,24400,109253,158257,DebtCon,Mgr,17,0,0,193.9652872,0,25,34.59449254,21087,hazelwood,Missouri,West North Central,Midwest,MISSOURI,MO,1
0,24400,93411,140031,HomeImp,ProfExe,6,0,0,177.5112494,0,32,31.02733592,21810,harbor city,California,Pacific,West,CALIFORNIA,CA,1
0,24400,65233,96473,DebtCon,Other,15,0,0,80.09869097,1,17,35.44294677,21736,north haven,Connecticut,New England,Northeast,CONNECTICUT,CT,1
0,24400,91316,147837,DebtCon,ProfExe,23,0,0,170.0567485,0,24,42.66845465,21652,willis,Texas,West South Central,South,TEXAS,TX,1
0,24400,80065,118423,DebtCon,ProfExe,8,0,1,126.5427462,0,18,26.2739081,21104,hillsboro,Texas,West South Central,South,TEXAS,TX,1
0,24400,61260,103842,DebtCon,ProfExe,1,0,0,179.5402847,0,26,33.59045514,21838,new london,North Carolina,South Atlantic,South,NORTH CAROLINA,NC,1
0,24400,217533,289931,HomeImp,ProfExe,6,,3,471.8875266,,55,31.33780789,22087,hastings,Florida,South Atlantic,South,FLORIDA,FL,1
0,24400,112178,159638,DebtCon,Mgr,17,0,0,197.9695585,0,26,33.13017589,21108,los angeles,California,Pacific,West,CALIFORNIA,CA,1
0,24400,95843,123377,DebtCon,Self,2,0,0,201.9767562,1,26,32.90346813,22044,coleman,Texas,West South Central,South,TEXAS,TX,1
0,24500,33537,57048,DebtCon,Other,14,0,0,99.37613252,1,24,28.49500481,22361,ossining,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,24500,,149489,,,,,,,,,15.44348605,21425,niceville,Florida,South Atlantic,South,FLORIDA,FL,1
0,24500,21470,52228,DebtCon,Other,25,0,0,124.5599493,0,11,23.88812168,22637,atwood,Kansas,West North Central,Midwest,KANSAS,KS,1
0,24500,80072,107559,DebtCon,Other,18,0,0,194.8774602,0,12,39.21016963,21702,dewey,Arizona,Mountain,West,ARIZONA,AZ,1
0,24500,118251,158758,DebtCon,Mgr,2,0,0,282.6499217,0,24,38.84480195,21795,mundelein,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,24500,69615,94656,DebtCon,ProfExe,7,0,1,136.5556217,3,26,35.56529668,21493,cobleskill,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,24500,134188,171658,DebtCon,Other,5,1,0,219.1675779,0,20,34.98614057,20840,hollywood,Alabama,East South Central,South,ALABAMA,AL,1
0,24500,67336,96060,DebtCon,ProfExe,8,0,1,142.3442498,3,25,35.97985624,21182,milford,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
0,24500,62490,97467,DebtCon,Other,14,0,0,96.97267872,1,17,34.97565503,22516,danville,Alabama,East South Central,South,ALABAMA,AL,1
1,24500,95736,134000,HomeImp,Mgr,1.5,0,1,122.5,2,20,,21014,wernersville,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,24500,52000,84915,DebtCon,Office,0.4,0,1,93.16666667,0,23,,21651,logansport,Indiana,East North Central,Midwest,INDIANA,IN,1
0,24500,216787,281351,HomeImp,ProfExe,5,,4,473.8139861,,55,31.20117485,20922,watertown,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,24500,,51623,DebtCon,Other,,,,91.86238836,,12,28.87957066,22306,hatboro,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,24500,82756,122917,DebtCon,ProfExe,11,0,1,108.6501412,0,18,26.12743668,21058,williamsburg,Kentucky,East South Central,South,KENTUCKY,KY,1
0,24500,123319,159934,DebtCon,Mgr,2,0,0,300.6251895,0,25,37.7861752,22560,olney,Maryland,South Atlantic,South,MARYLAND,MD,1
0,24500,,35543,HomeImp,Other,21,0,0,83.11198815,1,15,29.8556335,21841,wilmington,California,Pacific,West,CALIFORNIA,CA,1
0,24600,113034,165176,DebtCon,Mgr,15,0,0,194.842164,0,26,32.77014793,22516,hephzibah,Georgia,South Atlantic,South,GEORGIA,GA,1
0,24600,83099,113245,DebtCon,ProfExe,9,0,1,122.7492164,0,19,28.12573109,20830,north miami beach,Florida,South Atlantic,South,FLORIDA,FL,1
0,24600,71862,94704,DebtCon,Other,1,0,0,93.26171339,2,29,35.2905832,20859,orangeville,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
0,24600,41300,61700,DebtCon,Office,19,0,0,181.6333333,2,22,,21287,wiscasset,Maine,New England,Northeast,MAINE,ME,1
0,24600,135278,164559,DebtCon,Other,5,1,0,225.3668485,0,20,34.07915769,21644,mabelvale,Arkansas,West South Central,South,ARKANSAS,AR,1
0,24600,,146804,,,,,,,,,17.26353485,21342,waynesboro,Tennessee,East South Central,South,TENNESSEE,TN,1
1,24600,75636,112956,DebtCon,ProfExe,1,1,0,318.5461654,3,42,,21965,weymouth,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
0,24600,221331,289991,HomeImp,ProfExe,5,,4,474.0270741,,55,31.46338455,21055,logansport,Indiana,East North Central,Midwest,INDIANA,IN,1
0,24700,55435,89663,DebtCon,Mgr,7,0,0,252.6220694,2,26,34.74184793,21541,west point,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,24700,149235,178454,DebtCon,ProfExe,5,0,0,324.1377835,0,34,38.70999145,22142,west frankfort,Illinois,East North Central,Midwest,ILLINOIS,IL,1
0,24700,111107,163926,DebtCon,Mgr,15,0,1,170.6294314,1,26,32.93429181,21268,lindale,Texas,West South Central,South,TEXAS,TX,1
0,24700,23231,54024,DebtCon,Other,24,0,0,118.1540915,0,11,23.26522492,20925,manitou springs,Colorado,Mountain,West,COLORADO,CO,1
0,24700,109377,133116,DebtCon,Mgr,10,1,0,184.3557829,5,17,40.2026301,22055,norcross,Georgia,South Atlantic,South,GEORGIA,GA,1
1,24700,79347,108238,DebtCon,Other,0,1,0,45.62588779,6,49,46.99603429,22356,minden,Louisiana,West South Central,South,LOUISIANA,LA,1
0,24700,53925,83056,DebtCon,Mgr,4,0,0,251.1883928,2,25,34.88924173,21760,lynnwood,Washington,Pacific,West,WASHINGTON,WA,1
0,24700,44306,74197,DebtCon,Other,5,0,0,73.71525064,1,18,35.44157026,21725,mesa,Arizona,Mountain,West,ARIZONA,AZ,1
0,24700,98900,115052,DebtCon,Other,23,0,0,239.4260738,1,26,41.70053078,21815,mansfield,Ohio,East North Central,Midwest,OHIO,OH,1
0,24700,77022,112172,DebtCon,Mgr,9,0,1,306.8710779,2,28,30.12004195,22538,lyford,Texas,West South Central,South,TEXAS,TX,1
0,24800,,59934,DebtCon,Other,,0,1,305.6823468,0,18,38.02973836,22449,magnolia,Texas,West South Central,South,TEXAS,TX,1
0,24800,,63753,DebtCon,Other,,0,0,300.7572856,0,19,40.13447676,22474,hayward,California,Pacific,West,CALIFORNIA,CA,1
0,24800,144410,211936,HomeImp,ProfExe,3,0,0,195.0703595,1,28,38.92615688,21270,waxahachie,Texas,West South Central,South,TEXAS,TX,1
0,24800,109084,140355,DebtCon,Mgr,11,2,0,183.7952585,5,18,40.60479583,21806,moorpark,California,Pacific,West,CALIFORNIA,CA,1
0,24800,,45167,DebtCon,Other,,,,84.73561794,,12,28.45701893,21437,monmouth,Oregon,Pacific,West,OREGON,OR,1
0,24800,98139,121696,DebtCon,Self,3,0,0,208.5232669,1,27,32.64426513,22099,orcas,Washington,Pacific,West,WASHINGTON,WA,1
1,24800,132000,165000,DebtCon,Mgr,19,0,0,187.6666667,4,35,,20980,windsor,Virginia,South Atlantic,South,VIRGINIA,VA,1
1,24800,37200,67000,DebtCon,Other,10,1,8,242.4666667,4,23,,22460,webster,Texas,West South Central,South,TEXAS,TX,1
0,24800,82670,106563,DebtCon,Mgr,8,0,0,302.984432,2,28,30.95648584,21799,hayward,California,Pacific,West,CALIFORNIA,CA,1
0,24800,43287,72898,DebtCon,Other,8,0,0,87.01103562,1,18,34.0310957,21866,orangeville,Pennsylvania,Middle Atlantic,Northeast,PENNSYLVANIA,PA,1
1,24800,76220,102087,HomeImp,Mgr,6,0,1,126.6410196,0,32,48.56957404,20944,springville,Utah,Mountain,West,UTAH,UT,1
0,24800,64537,93212,DebtCon,ProfExe,7,1,1,120.3514204,4,25,34.68608867,21051,loxley,Alabama,East South Central,South,ALABAMA,AL,1
0,24900,46116,77519,DebtCon,Other,9,0,0,120.0835519,1,19,42.92950927,21664,webster,Massachusetts,New England,Northeast,MASSACHUSETTS,MA,1
0,24900,60778,94374,DebtCon,Other,5,0,0,232.1188078,1,20,34.92549001,20844,woodbridge,California,Pacific,West,CALIFORNIA,CA,1
0,24900,17139,33269,DebtCon,Other,16,3,0,124.1968265,1,18,26.27583242,21577,omaha,Texas,West South Central,South,TEXAS,TX,1
0,24900,134427,169444,DebtCon,Other,7,1,0,202.4473261,0,19,35.3492119,21191,lucasville,Ohio,East North Central,Midwest,OHIO,OH,1
0,24900,89530,146815,DebtCon,ProfExe,19,1,0,164.7703104,1,25,39.34585859,20912,willis,Texas,West South Central,South,TEXAS,TX,1
0,24900,92168,143484,HomeImp,ProfExe,6,0,0,159.5834421,0,31,34.14587135,21958,wilkeson,Washington,Pacific,West,WASHINGTON,WA,1
1,24900,62191,83694,HomeImp,Other,3,0,0,55.9375123,0,14,62.11072187,22629,hobe sound,Florida,South Atlantic,South,FLORIDA,FL,1
0,24900,51155,83000,DebtCon,Other,9,1,1,139.0333333,3,30,,21344,marble falls,Texas,West South Central,South,TEXAS,TX,1
0,24900,139241,171296,DebtCon,Other,6,1,0,220.6871583,0,19,35.59165567,21254,willis,Texas,West South Central,South,TEXAS,TX,1
1,24900,77000,115006,DebtCon,Other,10,0,0,293.2333333,0,36,,21340,doddsville,Mississippi,East South Central,South,MISSISSIPPI,MS,1
0,24900,,48291,DebtCon,Other,,,,94.07837758,,12,25.61784573,22119,harlingen,Texas,West South Central,South,TEXAS,TX,1
1,25000,74800,105000,DebtCon,Mgr,10,0,5,163.3,2,46,,22279,lompoc,California,Pacific,West,CALIFORNIA,CA,1
0,25000,,60685,DebtCon,Other,,0,0,311.9358895,0,19,39.4217139,21601,nocona,Texas,West South Central,South,TEXAS,TX,1
0,25000,60504,93907,DebtCon,Office,1,0,0,99.99371532,0,23,33.49035424,22008,osseo,Minnesota,West North Central,Midwest,MINNESOTA,MN,1
0,25000,95651,148280,DebtCon,ProfExe,21,1,0,154.5654328,0,24,42.69533127,21560,onalaska,Wisconsin,East North Central,Midwest,WISCONSIN,WI,1
1,25000,47032,75957,DebtCon,Other,9,0,7,259.4665279,3,22,40.78797575,21386,churchton,Maryland,South Atlantic,South,MARYLAND,MD,1
0,25000,,62619,DebtCon,Other,26,0,0,112.9674833,0,8,21.26380538,22497,mesa,Arizona,Mountain,West,ARIZONA,AZ,1
0,25000,109000,175000,DebtCon,Sales,17,0,0,298.3333333,1,31,,22610,holland,Michigan,East North Central,Midwest,MICHIGAN,MI,1
0,25000,94000,125000,DebtCon,Office,11,0,1,151.1333333,0,29,,21771,north miami beach,Florida,South Atlantic,South,FLORIDA,FL,1
0,25000,99348,200000,DebtCon,Other,23,0,0,199.8333333,0,19,,22243,north royalton,Ohio,East North Central,Midwest,OHIO,OH,1
0,25000,149000,202500,HomeImp,Other,11,0,0,256.6666667,2,34,,22118,colonial beach,Virginia,South Atlantic,South,VIRGINIA,VA,1
0,25000,177000,226000,DebtCon,ProfExe,0.4,0,0,305.1331253,1,33,,21323,willmar,Minnesota,West North Central,Midwest,MINNESOTA,MN,1
0,25000,136375,236250,HomeImp,ProfExe,29,0,0,354.1,1,19,,22629,northfield,Minnesota,West North Central,Midwest,MINNESOTA,MN,1
0,25000,23900,55700,,Office,2.5,0,0,116.6333333,2,7,,21976,oakley,California,Pacific,West,CALIFORNIA,CA,1
0,25000,19600,71000,DebtCon,Other,,2,2,93.33333333,2,26,,22213,olympia,Washington,Pacific,West,WASHINGTON,WA,1
0,25000,145000,185000,HomeImp,Self,2,0,0,176.5,1,17,,21659,west harrison,New York,Middle Atlantic,Northeast,NEW YORK,NY,1
0,25000,57459,96000,DebtCon,Other,16,0,1,133.7666667,0,30,,21801,hayward,California,Pacific,West,CALIFORNIA,CA,1
0,25000,188545,241279,DebtCon,Other,9,0,0,102.5,2,26,,20977,ocala,Florida,South Atlantic,South,FLORIDA,FL,1
0,25000,84000,120000,DebtCon,Other,1.5,0,0,188.7682131,2,25,,21016,healdsburg,California,Pacific,West,CALIFORNIA,CA,1
